"calories","proteins","fat","carbohydrate","name","cluster","score(cluster_0)"
2.076745338200021,1.3308168081085943,2.7836058513670157,-0.17880411767423332,"Abon haruwan","cluster_0",0.0
-0.9863573743434407,-0.7220541172731005,-0.557883138625612,-0.5001970344540236,"Akar tonjong segar","cluster_0",0.0
-1.0387181044723888,-0.42229862816869373,-0.5487533872868343,-0.7144589789738838,"Aletoge segar","cluster_0",0.0
-0.7245537236987004,-0.7402211166127616,-9.683069601740494E-4,-0.5950844670271046,"Alpukat segar","cluster_0",0.0
-0.6525577197713968,-0.4858831258575073,-0.5396236359480566,-0.24614358595190364,"Ampas kacang hijau","cluster_0",0.0
1.428781302854289,1.594238298533679,1.0763423510155912,0.4333728666682243,"Ampas Tahu","cluster_0",0.0
-0.7900046363598855,-0.44954912717818535,-0.4026773658663915,-0.5032579193757359,"Ampas tahu kukus","cluster_0",0.0
-0.8423653664888335,-0.36779763014971073,-0.4026773658663915,-0.5828409273402555,"Ampas tahu mentah","cluster_0",0.0
-0.6329224459730413,-0.4041316288290328,-0.503104630592946,-0.2798133200907389,"Andaliman segar","cluster_0",0.0
-1.1172591996658108,-0.676636618923948,-0.5761426413031673,-0.6685457051481994,"Andewi","cluster_0",0.0
-1.0845337433352182,-0.7765551152920835,-0.5761426413031673,-0.6226324313225151,"Anggur hutan segar","cluster_0",0.0
-0.4562049817878415,-0.5131336248669989,0.12684821178271338,-0.515501459062585,"Anyang sayur","cluster_0",0.0
-0.9012711878839001,-0.7947221146317446,-0.557883138625612,-0.3747007526638198,"Apel","cluster_0",0.0
-0.9078162791500186,-0.7765551152920835,-0.557883138625612,-0.43897933601977784,"Apel malang segar","cluster_0",0.0
-1.0387181044723888,-0.749304616282592,-0.5487533872868343,-0.5767191574968308,"Arbei","cluster_0",0.0
-0.5412911682473821,-0.7402211166127616,0.06293995241126966,-0.48795349476717453,"Ares sayur","cluster_0",0.0
-0.6132871721746858,-0.731137616942931,-0.5761426413031673,-0.09309933986628922,"Arrowroot segar","cluster_0",0.0
0.5321037993960533,-0.603968621565304,1.688035690713695,-0.5032579193757359,"Arwan sirsir","Noise",0.0
-0.7900046363598855,-0.8038056143015752,-0.4939748792541682,-0.3379701336032723,"Asam kandis segar","cluster_0",0.0
0.28339033128354996,-0.5676346228859819,-0.5396236359480566,1.0822804700712296,"Asam masak di pohon","cluster_0",0.0
-0.3972991603927749,-0.749304616282592,-0.557883138625612,0.15177145387069385,"Asam payak segar","cluster_0",0.0
0.42738233913815715,-0.7402211166127616,-0.44832612256027987,1.1067675494449278,"Asan kandis kering","cluster_0",0.0
-0.6394675372391597,-0.4677161265178463,-0.35702860917250323,-0.37776163758553205,"Asinan Bogor sayuran","cluster_0",0.0
0.6630056247184235,2.439003767827916,0.7933200595134832,-0.7817984472515541,"Ayam  goreng Kentuckysayap","cluster_0",0.0
0.48628816053322377,2.1119977797140175,0.42813000596237644,-0.5277449987494341,"Ayam ampela goreng","cluster_0",0.0
-0.7900046363598855,0.431550340795374,-0.42093686854394696,-0.8093464115469649,"Ayam dideh/darah segar","cluster_0",0.0
0.6499154421861865,2.2664172741011366,0.8663580702237046,-0.7848593321732664,"Ayam goreng church texa sayap","cluster_0",0.0
0.9313543666292824,2.3754192701391026,1.2863266318074775,-0.8185290663121016,"Ayam goreng church texas dada","cluster_0",0.0
0.5190136168638163,2.5752562628753735,0.5194275193501532,-0.790981102016691,"Ayam goreng kalasan paha","cluster_0",0.0
0.669550715984542,2.2845842734407977,0.939396080933926,-0.8277117210772384,"Ayam goreng kentucky dada","cluster_0",0.0
0.5910096207911198,2.0938307803743568,0.8754878215624824,-0.7971028718601156,"Ayam goreng Kentucky paha","cluster_0",0.0
0.6499154421861865,2.738759256932323,0.6472440380930405,-0.8001637567818279,"Ayam goreng mbok berek dada","cluster_0",0.0
0.5975547120572384,1.9939122840062211,0.8389688162073715,-0.7787375623298419,"Ayam goreng paha","cluster_0",0.0
0.32920597014637953,2.620673761224526,0.22727547650926772,-0.8093464115469649,"Ayam goreng pasundan dada","cluster_0",0.0
0.322660878880261,2.184665777072662,0.4463895086399319,-0.821589951233814,"Ayam goreng pasundan paha","cluster_0",0.0
0.6499154421861865,2.5752562628753735,0.7476713028195948,-0.812407296468677,"Ayam goreng pioneer dada","cluster_0",0.0
0.3161157876141425,2.5116717651865605,0.24553497918682302,-0.8001637567818279,"Ayam goreng sukabumi dada","cluster_0",0.0
0.5713743469927643,2.4208367684882552,0.7111522974644844,-0.8154681813903893,"Ayam goreng sukabumi paha","cluster_0",0.0
0.42738233913815715,1.6669062958923229,0.8754878215624824,-0.7817984472515541,"Ayam hati segar","cluster_0",0.0
0.4470176129365127,0.8312243262679163,1.2406778751135892,-0.748128713112719,"Ayam taliwang masakan","cluster_0",0.0
1.814941687555281,3.2837692371221534,1.8067224581178047,-0.40530960188094267,"Ayam usus goreng","Noise",0.9736004299204737
-0.5609264420457376,0.6586378325411367,-0.17443358239694984,-0.8062855266252524,"Babi ginjal segar","cluster_0",0.0
-0.43656970798948597,0.9674768213153739,-0.15617407971939448,-0.7787375623298419,"Babi hati segar","cluster_0",0.0
